uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,entity_active,registration_incorporation_date,year_rego,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code
53439243A,ACRA,LYH ORAL HEALTH SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,5/9/21,2021,5/9/21,LOCAL,12,NORTH BRIDGE ROAD,18,3958,GOLDEN BEACH VISTA,190012,na,na,na,na,86204
202131884E,ACRA,ADVANCED DENTAL CLINIC BUONA VISTA PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,13/9/21,2021,13/9/21,LOCAL,1,VISTA EXCHANGE GREEN,B1,17,THE STAR VISTA,138617,na,na,31/7/25,16/7/24,86204
202132697W,ACRA,ORAL MAXILLOFACIAL & IMPLANT CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/9/21,2021,19/9/21,LOCAL,101,IRRAWADDY ROAD,11,4,ROYAL SQUARE MEDICAL CENTRE,329565,na,na,31/3/26,24/1/25,86204
202132686N,ACRA,YKB (KATONG) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,19/9/21,2021,19/9/21,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
202132846M,ACRA,YKB (CLEMENTI MALL) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,21/9/21,2021,21/9/21,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
202133719H,ACRA,WESMILE DENTAL CARE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,28/9/21,2021,28/9/21,LOCAL,7,HARVEY ROAD,10,02C,LEBOND,369613,na,na,31/7/25,17/7/24,86204
202134436N,ACRA,OASIS DENTAL CENTRE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,3/10/21,2021,3/10/21,LOCAL,80,MARINE PARADE ROAD,1,11B,PARKWAY PARADE,449269,na,na,31/7/22,na,86204
202134664Z,ACRA,WESMILE DENTAL CARE 1 PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/10/21,2021,5/10/21,LOCAL,7,HARVEY ROAD,10,02C,LEBOND,369613,na,na,31/7/25,17/7/24,86204
202134665K,ACRA,WESMILE DENTAL CARE 2 PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/10/21,2021,5/10/21,LOCAL,7,HARVEY ROAD,10,02C,LEBOND,369613,na,na,31/7/25,17/7/24,86204
202134667M,ACRA,WESMILE DENTAL CARE 3 PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/10/21,2021,5/10/21,LOCAL,7,HARVEY ROAD,10,02C,LEBOND,369613,na,na,31/7/25,17/7/24,86204
202135737E,ACRA,ASIA PACIFIC DENTAL CENTRE (NOVENA) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,13/10/21,2021,13/10/21,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,2/4/24,86204
202135845K,ACRA,LOH AND LOH DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/10/21,2021,14/10/21,LOCAL,501,WEST COAST DRIVE,1,292,na,120501,na,na,30/4/25,25/4/24,86204
202136451W,ACRA,ALLSMILES DENTAL CARE ROCHOR PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/10/21,2021,19/10/21,LOCAL,15A,PARBURY AVENUE,na,na,na,467332,na,na,30/4/25,27/4/24,86204
202136428R,ACRA,Q & M DENTAL CENTRE (KIM SENG) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,19/10/21,2021,19/10/21,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,29/7/24,86204
202136878W,ACRA,ADVANCED DENTAL CLINIC SIMEI PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,22/10/21,2021,22/10/21,LOCAL,3,SIMEI STREET 6,2,31,EASTPOINT MALL,528833,na,na,31/7/25,24/7/24,86204
202137259M,ACRA,Q & M DENTAL SURGERY (ANG MO KIO) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,26/10/21,2021,26/10/21,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,29/7/24,86204
202139566H,ACRA,3 DENTAL PRACTICE (TAMPINES) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,13/11/21,2021,13/11/21,LOCAL,139,TAMPINES STREET 11,1,62,na,521139,na,na,31/7/25,29/7/24,86204
202139703H,ACRA,ASIA PACIFIC DENTAL CENTRE (EAST COAST) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/11/21,2021,15/11/21,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,2/4/24,86204
202140940G,ACRA,DR YK3 DENTAL CLINICS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,25/11/21,2021,25/11/21,LOCAL,221,BOON LAY PLACE,2,122,BOON LAY SHOPPING CENTRE,640221,na,na,31/7/25,22/7/24,86204
53443050C,ACRA,TANGLIN DENTAL @ BOON LAY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,25/11/21,2021,25/11/21,LOCAL,221,BOON LAY PLACE,2,122,BOON LAY SHOPPING CENTRE,640221,na,na,na,na,86204
202141298M,ACRA,AIDENTAL INTERNATIONAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,29/11/21,2021,29/11/21,LOCAL,8,EU TONG SEN STREET,21,81,THE CENTRAL,59818,na,na,31/5/25,22/8/24,86204
202144457H,ACRA,SMILE SPECIALISTS DENTAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,23/12/21,2021,23/12/21,LOCAL,583,ORCHARD ROAD,5,1,FORUM,238884,na,na,31/10/23,na,86204
202144675C,ACRA,CLEAR ALIGNERS DENTAL STUDIO PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,27/12/21,2021,27/12/21,LOCAL,402,ORCHARD ROAD,2,Dec-13,DELFI ORCHARD,238876,na,na,31/7/23,na,86204
202144606D,ACRA,SMILEWORKS ENDODONTIC LOUNGE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,27/12/21,2021,27/12/21,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
202144607N,ACRA,SMILEWORKS SURGICAL SUITE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,27/12/21,2021,27/12/21,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
202200160G,ACRA,NOFRILLS DENTAL BRACES AND IMPLANT CENTRE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,1/1/22,2022,1/1/22,LOCAL,10,UBI CRESCENT,7,100,UBI TECHPARK,408564,na,na,31/7/25,3/10/24,86204
202200733H,ACRA,AY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,6/1/22,2022,6/1/22,LOCAL,956,DUNEARN ROAD,10,17,GARDENVISTA,589484,na,na,31/7/23,na,86204
T22LL0040K,ACRA,B & H DENTAL AND MEDICAL SERVICES LLP,Limited Liability Partnership,na,na,na,Live,Active,10/1/22,2022,10/1/22,LOCAL,203,BUKIT BATOK STREET 21,7,38,BUKIT BATOK GREEN,650203,na,na,31/12/25,1/10/24,86204
202201209Z,ACRA,ALLIANCE DENTAL SURGERY@TAMPINES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/1/22,2022,11/1/22,LOCAL,406,TAMPINES STREET 41,1,31,SUN PLAZA GREEN,520406,na,na,31/7/25,18/7/24,86204
202201165W,ACRA,NOBLE @ BALESTIER PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/1/22,2022,11/1/22,LOCAL,46,LORONG 17 GEYLANG,7,4,ENTERPRISE INDUSTRIAL BUILDING,388568,na,na,31/7/25,15/7/24,86204
202201743W,ACRA,TEETH. Q DENTAL SURGEONS @ HOUGANG RIVERCOURT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/1/22,2022,14/1/22,LOCAL,377,HOUGANG STREET 32,B1,9,na,530377,na,na,31/7/25,23/7/24,86204
202202191H,ACRA,NUFFIELD DENTAL WESTGATE PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,19/1/22,2022,19/1/22,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,26/7/24,86204
202203038K,ACRA,JY SHANG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/1/22,2022,25/1/22,LOCAL,153,SERANGOON NORTH AVENUE 1,1,508,na,550153,na,na,31/7/25,3/7/24,86204
202203039C,ACRA,THW SHANG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/1/22,2022,25/1/22,LOCAL,71,KALLANG BAHRU,1,531F,na,330071,na,na,31/7/25,3/7/24,86204
202203246K,ACRA,TEETH. Q DENTAL SURGEONS @ GEYLANG SERAI PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,27/1/22,2022,27/1/22,LOCAL,377,HOUGANG STREET 32,b1,9,na,530377,na,na,31/7/25,23/7/24,86204
202203850E,ACRA,TOOTH ANGELS DENTAL SURGEONS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,4/2/22,2022,4/2/22,LOCAL,8,EU TONG SEN STREET,11,92,THE CENTRAL,59818,na,na,31/10/25,23/10/24,86204
202204123N,ACRA,MYBRACESCLINIC (NOVENA) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/2/22,2022,7/2/22,LOCAL,101,IRRAWADDY ROAD,21,8,ROYAL SQUARE MEDICAL CENTRE,329565,na,na,31/8/25,29/8/24,86204
202204029E,ACRA,NUFFIELD CLEAR ALIGNERS PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,7/2/22,2022,7/2/22,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/24,22/9/23,86204
202204073D,ACRA,3D STUDIO LAB PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/2/22,2022,7/2/22,LOCAL,2A,ANAMALAI AVENUE,1,10,na,279989,na,na,31/8/25,31/8/24,86204
53446323A,ACRA,BRIGHTEETH DENTAL PRODUCTS AND SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancellation In Progress,Non-Active,10/2/22,2022,10/2/22,LOCAL,124,JURONG EAST STREET 13,13,13,IVORY HEIGHTS,600124,na,na,na,na,86204
202204642C,ACRA,NUFFIELD DENTAL HOLLAND VILLAGE PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,10/2/22,2022,10/2/22,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,30/7/24,86204
202205351R,ACRA,PACIFIC INTERNATIONAL DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,16/2/22,2022,16/2/22,LOCAL,583,ORCHARD ROAD,1,7/8/09,FORUM,238884,na,na,31/8/25,24/9/24,86204
202206121E,ACRA,MY DENTAL TEAM (NOVENA) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/2/22,2022,22/2/22,LOCAL,101,IRRAWADDY ROAD,21,8,ROYAL SQUARE MEDICAL CENTRE,329565,na,na,31/8/25,29/8/24,86204
202206615H,ACRA,EASTERN DENTAL CENTRE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,24/2/22,2022,24/2/22,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/25,26/7/24,86204
202206726G,ACRA,ASIA PACIFIC DENTAL CENTRE (HILLFORD) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,25/2/22,2022,25/2/22,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,3/4/24,86204
202206782Z,ACRA,THE BRACES CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/2/22,2022,26/2/22,LOCAL,8,EU TONG SEN STREET,11,92,THE CENTRAL,59818,na,na,31/10/25,10/10/24,86204
202206911H,ACRA,DCA & ANNA DENTAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,28/2/22,2022,28/2/22,LOCAL,67,UBI ROAD 1,5,15,OXLEY BIZHUB,408730,na,na,31/7/23,na,86204
53447158K,ACRA,DR HONG OMS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Registration expired and has not been renewed,Non-Active,28/2/22,2022,28/2/22,LOCAL,49E,CHANCERY LANE,na,na,na,309583,na,na,na,na,86204
53447160M,ACRA,DR LYE OMS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,28/2/22,2022,28/2/22,LOCAL,49E,CHANCERY LANE,na,na,na,309583,na,na,na,na,86204
53447132C,ACRA,LOH FUN CHEE ORAL MAXILLOFACIAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,28/2/22,2022,28/2/22,LOCAL,6,NAPIER ROAD,6,15,GLENEAGLES MEDICAL CENTRE,258499,na,na,na,na,86204
202207017Z,ACRA,PROSTHO DENTAL OFFICE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/3/22,2022,1/3/22,LOCAL,304,ORCHARD ROAD,5,43,LUCKY PLAZA,238863,na,na,31/7/25,26/8/24,86204
202207387M,ACRA,WE DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,3/3/22,2022,3/3/22,LOCAL,1,JALAN ANAK BUKIT,1,10,BUKIT TIMAH PLAZA,588996,na,na,30/9/25,5/9/24,86204
202207961H,ACRA,SMILES R US DENTAL (WOODLANDS NORTH PLAZA) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/3/22,2022,7/3/22,LOCAL,883,WOODLANDS STREET 82,2,464,WOODLANDS NORTH PLAZA,730883,na,na,31/7/25,11/7/24,86204
202208272G,ACRA,MY LITTLE TEETH CHILDREN DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,9/3/22,2022,9/3/22,LOCAL,253,SERANGOON CENTRAL DRIVE,1,199,na,550253,na,na,31/7/25,19/7/24,86204
202211613D,ACRA,ADVANCED DENTAL CLINIC QUEENSTOWN PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/4/22,2022,5/4/22,LOCAL,745,LORONG 5 TOA PAYOH,4,3,THE LIFELINE BUILDING,319455,na,na,31/7/25,24/7/24,86204
202211890C,ACRA,ASIA PACIFIC DENTAL CENTRE (JURONG) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,6/4/22,2022,6/4/22,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,4/4/24,86204
202211979H,ACRA,ASIA PACIFIC DENTAL CENTRE (POTONG PASIR) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,7/4/22,2022,7/4/22,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,2/4/24,86204
202212029K,ACRA,ASIA PACIFIC DENTAL CENTRE (BUKIT BATOK) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,7/4/22,2022,7/4/22,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,4/4/24,86204
202212033W,ACRA,ASIA PACIFIC DENTAL CENTRE (TAMPINES) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,7/4/22,2022,7/4/22,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,2/4/24,86204
202212319C,ACRA,GENTLE SMILE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,10/4/22,2022,10/4/22,LOCAL,20,SIN MING LANE,4,66,MIDVIEW CITY,573968,na,na,31/10/25,26/8/24,86204
202212429H,ACRA,NOBLE@KHATIB PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/4/22,2022,11/4/22,LOCAL,46,LORONG 17 GEYLANG,7,4,ENTERPRISE INDUSTRIAL BUILDING,388568,na,na,31/10/25,7/10/24,86204
202213124G,ACRA,BRIGHTSIDE DENTAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/4/22,2022,15/4/22,LOCAL,20,AMOY STREET,na,na,na,69855,na,na,30/4/26,7/3/25,86204
202213405R,ACRA,LE DENTISTRY PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,19/4/22,2022,19/4/22,LOCAL,43,HOLLAND DRIVE,1,59,na,270043,na,na,30/1/26,28/1/25,86204
202215604G,ACRA,KIM'S DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/5/22,2022,6/5/22,LOCAL,50,EAST COAST ROAD,3,13,ROXY SQUARE,428769,na,na,30/11/25,29/11/24,86204
202216787M,ACRA,MYSMILE DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,16/5/22,2022,16/5/22,LOCAL,2,WOODLEIGH CLOSE,2,7,8@WOODLEIGH,357900,na,na,30/11/25,29/11/24,86204
53450527M,ACRA,THE ENDODONTIC ACADEMY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,17/5/22,2022,17/5/22,LOCAL,290,ORCHARD ROAD,15,3,THE PARAGON,238859,na,na,na,na,86204
202217993G,ACRA,ALLSMILES DENTAL CARE SENGKANG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/5/22,2022,25/5/22,LOCAL,15A,PARBURY AVENUE,na,na,na,467332,na,na,30/11/25,23/11/24,86204
202218255M,ACRA,JOY DENTAL CENTRE (PUNGGOL) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/5/22,2022,26/5/22,LOCAL,164,BUKIT MERAH CENTRAL,1,3641,na,150164,na,na,31/7/25,4/7/24,86204
202220121D,ACRA,SENJA DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,9/6/22,2022,9/6/22,LOCAL,647,EAST COAST ROAD,na,na,na,459033,na,na,31/12/25,2/12/24,86204
202220423H,ACRA,NOBLE@ALJUNIED PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/6/22,2022,13/6/22,LOCAL,46,LORONG 17 GEYLANG,7,4,ENTERPRISE INDUSTRIAL BUILDING,388568,na,na,31/12/25,28/12/24,86204
202220821E,ACRA,JOY DENTAL CENTRE (TAMPINES) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,16/6/22,2022,16/6/22,LOCAL,164,BUKIT MERAH CENTRAL,1,3641,na,150164,na,na,31/7/25,4/7/24,86204
202221487E,ACRA,TSD DENTAL HOUGANG PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,22/6/22,2022,22/6/22,LOCAL,3,MOUNT ELIZABETH,8,3-Apr,MOUNT ELIZABETH HOSPITAL,228510,na,na,31/12/25,12/11/24,86204
202223216H,ACRA,ADVANCED DENTAL CLINIC NOVENA PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,4/7/22,2022,4/7/22,LOCAL,10,SINARAN DRIVE,9,1,SQUARE 2,307506,na,na,31/7/25,17/7/24,86204
53452735C,ACRA,THE ORTHODONTIST,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,5/7/22,2022,5/7/22,LOCAL,10,SINARAN DRIVE,10,29,SQUARE 2,307506,na,na,na,na,86204
202224042K,ACRA,DP DENTAL (KATONG) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,12/7/22,2022,12/7/22,LOCAL,451,JOO CHIAT ROAD,2,1-Mar,KATONG POINT,427664,na,na,31/7/23,na,86204
202225974W,ACRA,LE BY AN DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/7/22,2022,26/7/22,LOCAL,360,ORCHARD ROAD,3,6-Jul,INTERNATIONAL BUILDING,238869,na,na,30/1/26,2/1/25,86204
202227516W,ACRA,THE DENTAL HUB PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/8/22,2022,5/8/22,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/25,15/8/24,86204
202229612C,ACRA,YKB (TIONG BAHRU) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,23/8/22,2022,23/8/22,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
53455608J,ACRA,"WONG,ONG & PARTNERS DENTAL SURGEONS",Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,2/9/22,2022,2/9/22,LOCAL,160,ROBINSON ROAD,4,15,SINGAPORE BUSINESS FEDERATION CENTER,68914,na,na,na,na,86204
202231576N,ACRA,ADVANCED DENTAL CLINIC PUNGGOL WATERWAY PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,6/9/22,2022,6/9/22,LOCAL,83,PUNGGOL CENTRAL,2,10,WATERWAY POINT,828761,na,na,31/7/25,19/7/24,86204
202232388R,ACRA,DUO DENTAL STUDIO PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/9/22,2022,12/9/22,LOCAL,85,TOH TUCK PLACE,na,na,TOH TUCK GARDEN,596843,na,na,30/1/26,30/12/24,86204
202268686K,ACRA,PRIORITY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/9/22,2022,20/9/22,LOCAL,38,DAISY AVENUE,na,na,DAISY PARK,359514,na,na,30/4/26,5/2/25,86204
202233681Z,ACRA,ALBERT LEE ORAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/9/22,2022,22/9/22,LOCAL,728,ANG MO KIO AVENUE 6,1,4228,na,560728,na,na,31/7/25,3/7/24,86204
53456813X,ACRA,ALIGN DENTAL SURGERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,27/9/22,2022,27/9/22,LOCAL,583,ORCHARD ROAD,1,7/8/09,FORUM,238884,na,na,na,na,86204
202234439K,ACRA,YUYI DENTAL (PTE. LTD.),Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/9/22,2022,28/9/22,LOCAL,101,THOMSON ROAD,13,3,UNITED SQUARE,307591,na,na,31/7/25,31/7/24,86204
202235294Z,ACRA,AME HEALTHCARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/10/22,2022,5/10/22,LOCAL,25,SEAH STREET,2,1,na,188381,na,na,31/10/25,30/10/24,86204
202235559G,ACRA,MARYMOUNT DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/10/22,2022,6/10/22,LOCAL,14,SHUNFU ROAD,1,47,JADESCAPE,575748,na,na,30/4/26,19/12/24,86204
202238418Z,ACRA,BETHESDA-EXCEL DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,31/10/22,2022,31/10/22,LOCAL,601,MACPHERSON ROAD,1,4,na,368242,na,na,30/9/25,27/8/24,86204
202238722K,ACRA,SMILEPLUS DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/11/22,2022,1/11/22,LOCAL,684,HOUGANG AVENUE 8,1,989,HOUGANG VILLAGE,530684,na,na,30/6/25,7/3/24,86204
T22LL1134D,ACRA,CNCD LLP,Limited Liability Partnership,na,na,na,Live,Active,8/11/22,2022,8/11/22,LOCAL,712,TAMPINES STREET 71,3,150,TAMPINES STARLIGHT,520712,na,na,8/2/24,na,86204
202240025H,ACRA,CARING DENTAL ANCHORVALE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,10/11/22,2022,10/11/22,LOCAL,88,ENG KONG ROAD,na,na,ENG KONG PARK,599066,na,na,31/5/25,25/3/24,86204
202240632R,ACRA,ALIGN BRACES CLINIC (PARKWAY) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/11/22,2022,15/11/22,LOCAL,80,MARINE PARADE ROAD,5,16,PARKWAY PARADE,449269,na,na,31/7/25,29/9/24,86204
202240692M,ACRA,ADVANCED DENTAL CLINIC BEDOK PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/11/22,2022,15/11/22,LOCAL,59,NEW UPPER CHANGI ROAD,1,1270,na,461059,na,na,31/7/25,15/7/24,86204
202240693D,ACRA,ADVANCED DENTAL CLINIC TAMPINES EAST PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/11/22,2022,15/11/22,LOCAL,482,TAMPINES STREET 43,1,238,na,520482,na,na,31/7/25,27/7/24,86204
202240695E,ACRA,ADVANCED DENTAL CLINIC JURONG WEST PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/11/22,2022,15/11/22,LOCAL,498,JURONG WEST STREET 41,1,478,na,640498,na,na,31/7/25,17/7/24,86204
202240656E,ACRA,JOY DENTAL CENTRE (TAMPINES NORTH) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,15/11/22,2022,15/11/22,LOCAL,622A,TAMPINES AVENUE 12,1,9,na,521622,na,na,31/7/25,11/6/24,86204
202241131H,ACRA,EZ DENTAL CARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/11/22,2022,17/11/22,LOCAL,539,BEDOK NORTH STREET 3,1,623,na,460539,na,na,31/5/25,9/9/24,86204
202241364H,ACRA,ALLSMILES DENTAL CARE BEDOK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/11/22,2022,21/11/22,LOCAL,502,JURONG WEST AVENUE 1,1,817,HONG KAH COURT,640502,na,na,31/5/25,14/5/24,86204
202241483W,ACRA,ADVANCED DENTAL CLINIC BUANGKOK PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,21/11/22,2022,21/11/22,LOCAL,70,COMPASSVALE BOW,2,12,na,544692,na,na,31/7/25,16/7/24,86204
